timestamp,economic,commercial air traffic,walmart
12/22/2013 20:50,187.009289624,221.827342529,271.078020134
12/22/2013 21:00,187.009289624,221.827342529,271.161912752
12/22/2013 21:10,187.009289624,221.827342529,271.350671141
12/22/2013 21:20,187.009289624,221.827342529,271.434563758
12/22/2013 21:30,151.966559568,182.587993218,215.604026846
12/22/2013 21:40,151.966559568,191.082407011,217.428691275
12/22/2013 21:50,151.966559568,191.082407011,217.59647651
12/22/2013 22:00,151.966559568,191.082407011,217.135067114
12/22/2013 22:20,151.966559568,191.082407011,216.233221477
12/22/2013 22:30,151.966559568,191.082407011,216.233221477
12/22/2013 22:40,151.966559568,191.082407011,216.044463087
12/22/2013 22:50,151.966559568,191.082407011,216.212248322
12/22/2013 23:00,151.966559568,191.082407011,216.212248322
12/22/2013 23:20,151.966559568,191.082407011,215.625
12/22/2013 23:30,151.966559568,191.082407011,215.625
12/22/2013 23:40,151.966559568,191.082407011,215.373322148
12/22/2013 23:50,151.966559568,191.082407011,215.373322148
12/23/2013 00:00,151.966559568,191.082407011,215.373322148
12/23/2013 00:10,151.966559568,191.082407011,215.28942953
12/23/2013 00:20,151.966559568,191.082407011,215.28942953
12/23/2013 00:30,151.966559568,191.082407011,215.28942953
12/23/2013 00:50,152.790686234,191.787701609,216.044463087
12/23/2013 01:00,152.790686234,191.787701609,216.044463087
12/23/2013 01:10,151.236758052,190.430181034,214.618288591
12/23/2013 01:20,150.412631385,189.724886437,213.779362416
12/23/2013 01:30,150.412631385,189.724886437,214.114932886
12/23/2013 01:40,150.412631385,189.724886437,214.114932886
12/23/2013 01:50,150.412631385,189.724886437,214.114932886
12/23/2013 02:00,160.475129716,218.044951609,217.827181208
12/23/2013 02:10,160.475129716,218.044951609,217.743288591
12/23/2013 02:20,160.475129716,218.044951609,217.407718121
12/23/2013 02:30,160.475129716,218.044951609,217.428691275
12/23/2013 02:40,162.173365434,218.044951609,217.512583893
12/23/2013 02:50,162.173365434,218.044951609,217.512583893
12/23/2013 03:00,162.173365434,218.044951609,217.512583893
12/23/2013 03:10,162.173365434,218.044951609,217.59647651
12/23/2013 03:20,162.173365434,218.044951609,217.59647651
12/23/2013 03:30,162.173365434,218.044951609,217.59647651
12/23/2013 03:40,162.173365434,218.044951609,218.624161074
12/23/2013 03:50,162.173365434,218.044951609,218.624161074
12/23/2013 04:00,162.473887283,218.044951609,218.057885906
12/23/2013 04:10,162.473887283,218.044951609,218.057885906
12/23/2013 04:20,162.473887283,218.044951609,219.043624161
12/23/2013 04:40,162.473887283,218.044951609,220.008389262
12/23/2013 04:50,163.591543315,220.941821494,225.356543624
12/23/2013 05:00,163.591543315,222.470675517,215.771812081
12/23/2013 05:10,163.591543315,222.470675517,214.932885906
12/23/2013 05:20,163.591543315,222.470675517,214.974832215
12/23/2013 05:30,163.591543315,222.470675517,215.457214765
12/23/2013 05:40,163.591543315,222.470675517,216.904362416
12/23/2013 05:50,161.893307597,222.470675517,216.568791946
12/23/2013 06:00,161.893307597,222.470675517,216.77852349
12/23/2013 06:10,161.893307597,222.470675517,217.030201342
12/23/2013 06:20,166.246355356,229.005994713,219.190436242
12/23/2013 06:30,166.246355356,229.005994713,221.015100671
12/23/2013 06:40,166.246355356,229.005994713,221.098993289
12/23/2013 07:00,167.761873792,229.970677931,222.35738255
12/23/2013 07:10,167.761873792,229.970677931,214.618288591
12/23/2013 07:20,167.761873792,229.970677931,214.618288591
12/23/2013 07:30,167.761873792,229.970677931,212.961409396
12/23/2013 07:40,167.070482023,229.71128931,212.730704698
12/23/2013 07:50,167.070482023,229.71128931,213.443791946
12/23/2013 08:00,166.205606632,227.01609023,212.101510067
12/23/2013 08:10,165.705277485,226.310795632,211.807885906
12/23/2013 08:20,161.051707877,219.775476437,209.291107383
12/23/2013 08:30,161.051707877,219.775476437,209.291107383
12/23/2013 08:40,161.051707877,219.775476437,209.291107383
12/23/2013 08:50,154.643563366,195.064818966,202.139261745
12/23/2013 09:00,154.643563366,195.064818966,202.139261745
12/23/2013 09:10,154.066985205,194.863148161,201.48909396
12/23/2013 09:20,154.066985205,194.863148161,201.468120805
12/23/2013 09:30,160.289511125,197.197645747,208.011744966
12/23/2013 09:40,160.289511125,196.96891069,207.906879195
